Codice,Nome,Città,Provincia,Regione,sezione rifermento
9110008,SOTTOSEZIONE GE-SESTRI,SESTRI PONENTE,GE,LIGURIA,SEZIONE U.L.E. GENOVA
9112027,SOTTOSEZIONE GHEMME,GHEMME,NO,PIEMONTE,SEZIONE VARALLO SESIA
9112028,SOTTOSEZIONE GRIGNASCO,GRIGNASCO,NO,PIEMONTE,SEZIONE VARALLO SESIA
9112011,SOTTOSEZIONE GRUPPO SPELEOLOGICO,CUNEO,CN,PIEMONTE,SEZIONE CUNEO
9124009,SOTTOSEZIONE GUASTALLA,GUASTALLA,RE,EMILIA-ROMAGNA,SEZIONE REGGIO EMILIA
9116023,SOTTOSEZIONE ISEO,ISEO,BS,LOMBARDIA,SEZIONE BRESCIA
9126023,SOTTOSEZIONE ISOLA D'ELBA,RIO MARINA,LI,TOSCANA,SEZIONE LIVORNO
9116061,SOTTOSEZIONE LENTATE SUL SEVESO,LENTATE SUL SEVESO,MB,LOMBARDIA,SEZIONE MEDA
9134013,SOTTOSEZIONE LUCO DEI MARSI,LUCO DEI MARSI,AQ,ABRUZZO,SEZIONE AVEZZANO
9116024,SOTTOSEZIONE MARONE,MARONE,BS,LOMBARDIA,SEZIONE BRESCIA
9146012,SOTTOSEZIONE MILENA,,,SICILIA,SEZIONE PETRALIA SOTTANA
9136002,SOTTOSEZIONE MONTAQUILA,MONTAQUILA,IS,MOLISE,SEZIONE ISERNIA
9116077,SOTTOSEZIONE MONTEDISON,MILANO,MI,LOMBARDIA,SEZIONE MILANO
9128002,SOTTOSEZIONE MONTEFORTINO,MONTEFORTINO,FM,MARCHE,SEZIONE FERMO
9116037,SOTTOSEZIONE MONTE OLIMPINO,COMO,CO,LOMBARDIA,SEZIONE COMO
9126020,SOTTOSEZIONE MONTEPIANO,MONTEPIANO,PO,TOSCANA,SEZIONE EMILIO BERTINI-PRATO
9122019,SOTTOSEZIONE MUGGIA,MUGGIA,TS,FRIULI-VENEZIA GIULIA,SEZIONE S.A.G.- TRIESTE
9140001,SOTTOSEZIONE NARDÒ,NARDÒ,LE,PUGLIA,SEZIONE GIOIA DEL COLLE
9116093,SOTTOSEZIONE NAVE,NAVE,BS,LOMBARDIA,SEZIONE BRESCIA
9116010,SOTTOSEZIONE NEMBRO,NEMBRO,BG,LOMBARDIA,SEZIONE BERGAMO
9124016,SOTTOSEZIONE NOVELLARA,NOVELLARA,RE,EMILIA-ROMAGNA,SEZIONE REGGIO EMILIA
9120025,SOTTOSEZIONE NOVENTA VICENTINA,NOVENTA VICENTINA,VI,VENETO,SEZIONE VICENZA
9138001,SOTTOSEZIONE NUSCO,NUSCO,AV,CAMPANIA,SEZIONE AVELLINO
9112017,SOTTOSEZIONE OLEGGIO MEZZOMERICO,OLEGGIO,NO,PIEMONTE,SEZIONE NOVARA
9116135,SOTTOSEZIONE OLGIATE COMASCO,OLGIATE COMASCO,CO,LOMBARDIA,SEZIONE COMO
9116139,SOTTOSEZIONE ONETA,ONETA,BG,LOMBARDIA,SEZIONE CLUSONE
9122004,SOTTOSEZIONE OSOPPO,OSOPPO,UD,FRIULI-VENEZIA GIULIA,SEZIONE GEMONA DEL FRIULI
9116049,SOTTOSEZIONE PAINA,PAINA DI GIUSSANO,MB,LOMBARDIA,SEZIONE GIUSSANO
9122020,SOTTOSEZIONE PALMANOVA,PALMANOVA,UD,FRIULI-VENEZIA GIULIA,SEZIONE S.A.F.- UDINE
9122012,SOTTOSEZIONE PASIAN DI PRATO,PASIAN DI PRATO,UD,FRIULI-VENEZIA GIULIA,SEZIONE S.A.F.- UDINE
9124017,SOTTOSEZIONE PAVULLO NEL FRIGNANO,PAVULLO NEL FRIGNANO,MO,EMILIA-ROMAGNA,SEZIONE MODENA
9120023,SOTTOSEZIONE PEDEMONTANA GRAPPA,CASTELCUCCO,TV,VENETO,SEZIONE FELTRE
9126003,SOTTOSEZIONE PESCIA (diventata Sezione),PESCIA,PT,TOSCANA,SEZIONE FIRENZE
9134003,SOTTOSEZIONE PESCINA,PESCINA,AQ,ABRUZZO,SEZIONE AVEZZANO
9134011,SOTTOSEZIONE PIETRACAMELA,PIETRACAMELA,TE,ABRUZZO,SEZIONE ISOLA DEL GRAN SASSO
9116027,SOTTOSEZIONE PISOGNE,PISOGNE,BS,LOMBARDIA,SEZIONE LOVERE
9132016,SOTTOSEZIONE POGGIO BUSTONE,POGGIO BUSTONE,RI,LAZIO,SEZIONE RIETI
9116109,SOTTOSEZIONE PONTE IN VALTELLINA,PONTE IN VALTELLINA,SO,LOMBARDIA,SEZIONE VALTELLINESE-SONDRIO
9116013,SOTTOSEZIONE PONTE SAN PIETRO,PONTE SAN PIETRO,BG,LOMBARDIA,SEZIONE BERGAMO
9199999,SOTTOSEZIONE PROVA1,MILANO,MI,,SEZIONE PROVA
9199998,SOTTOSEZIONE PROVA2,MILANO,MI,,SEZIONE PROVA
9116123,SOTTOSEZIONE PROVAGLIO D'ISEO,PROVAGLIO D'ISEO,BS,LOMBARDIA,SEZIONE BRESCIA
9116059,SOTTOSEZIONE QUISTELLO,QUISTELLO,MN,LOMBARDIA,SEZIONE MANTOVA
9146015,SOTTOSEZIONE RANDAZZO,,,SICILIA,SEZIONE CATANIA
9124015,SOTTOSEZIONE RUBIERA,RUBIERA,RE,EMILIA-ROMAGNA,SEZIONE REGGIO EMILIA
9112051,SOTTOSEZIONE SALBERTRAND,SALBERTRAND,TO,PIEMONTE,SEZIONE COAZZE
9132015,SOTTOSEZIONE SAN DONATO VALCOMINO,SAN DONATO VAL DI COMINO,FR,LAZIO,SEZIONE CASSINO
9120021,SOTTOSEZIONE SANDRIGO,SANDRIGO,VI,VENETO,SEZIONE MAROSTICA
9146016,SOTTOSEZIONE SANTA ELISABETTA,SANTA ELISABETTA,AG,SICILIA,SEZIONE POLIZZI GENEROSA
9146010,SOTTOSEZIONE SANT'ANGELO MUXARO,,,SICILIA,SEZIONE PALERMO
9112037,SOTTOSEZIONE SANTENA,SANTENA,TO,PIEMONTE,SEZIONE TORINO
9116029,SOTTOSEZIONE SANTICOLO,SANTICOLO,BS,LOMBARDIA,SEZIONE BRESCIA
9112034,SOTTOSEZIONE SAUZE D'OULX,SAUZE D'OULX,TO,PIEMONTE,SEZIONE BUSSOLENO
9124012,SOTTOSEZIONE SCANDIANO,SCANDIANO,RE,EMILIA-ROMAGNA,SEZIONE REGGIO EMILIA
9126021,SOTTOSEZIONE SCANDICCI,SCANDICCI,FI,TOSCANA,SEZIONE FIRENZE
9122014,SOTTOSEZIONE SAN DANIELE DEL FRIULI,SAN DANIELE DEL FRIULI,UD,FRIULI-VENEZIA GIULIA,SEZIONE S.A.F.- UDINE
9116084,SOTTOSEZIONE SAN FRUTTUOSO,MONZA,MB,LOMBARDIA,SEZIONE MONZA
9124005,SOTTOSEZIONE SANT'ILARIO D'ENZA,SANT'ILARIO D'ENZA,RE,EMILIA-ROMAGNA,SEZIONE REGGIO EMILIA
9110009,SOTTOSEZIONE SORI,SORI,GE,LIGURIA,SEZIONE LIGURE-GENOVA
9112033,SOTTOSEZIONE SPARONE,SPARONE,TO,PIEMONTE,SEZIONE IVREA
9120019,SOTTOSEZIONE S.POLO DI PIAVE,SAN POLO DI PIAVE,TV,VENETO,SEZIONE CONEGLIANO
9126011,SOTTOSEZIONE STIA,PRATOVECCHIO STIA,AR,TOSCANA,SEZIONE FIRENZE
9132012,SOTTOSEZIONE SUBIACO,,,LAZIO,SEZIONE TIVOLI
9112023,SOTTOSEZIONE S.U.C.A.I.,TORINO,TO,PIEMONTE,SEZIONE TORINO
9146002,SOTTOSEZIONE S.U.C.A.I.,PALERMO,PA,SICILIA,SEZIONE PALERMO
9116121,SOTTOSEZIONE SULBIATE,SULBIATE,MB,LOMBARDIA,SEZIONE VIMERCATE
9116097,SOTTOSEZIONE SUZZARA,SUZZARA,MN,LOMBARDIA,SEZIONE MANTOVA
9122015,SOTTOSEZIONE TARCENTO CAI UDINE,TARCENTO,UD,FRIULI-VENEZIA GIULIA,SEZIONE S.A.F.- UDINE
9116143,SOTTOSEZIONE TEGLIO,TEGLIO,SO,LOMBARDIA,SEZIONE VALTELLINESE-SONDRIO
9116089,SOTTOSEZIONE TIRANO,TIRANO,SO,LOMBARDIA,SEZIONE VALTELLINESE-SONDRIO
9116105,SOTTOSEZIONE TREZZO D'ADDA,TREZZO SULL'ADDA,MI,LOMBARDIA,SEZIONE CASSANO D'ADDA
9122016,SOTTOSEZIONE TRICESIMO,TRICESIMO,UD,FRIULI-VENEZIA GIULIA,SEZIONE S.A.F.- UDINE
9116128,SOTTOSEZIONE URGNANO,URGNANO,BG,LOMBARDIA,SEZIONE BERGAMO
9116064,SOTTOSEZIONE USMATE,USMATE,MB,LOMBARDIA,SEZIONE MERATE
9110007,SOTTOSEZIONE VALBORMIDA,CAIRO MONTENOTTE,SV,LIGURIA,SEZIONE SAVONA
9116140,SOTTOSEZIONE VALDIDENTRO,VALDIDENTRO,SO,LOMBARDIA,SEZIONE VALTELLINESE-SONDRIO
9112052,SOTTOSEZIONE VAL DI VIÙ,VIÙ,TO,PIEMONTE,SEZIONE LANZO TORINESE
9116007,SOTTOSEZIONE VALGANDINO,GANDINO,BG,LOMBARDIA,SEZIONE BERGAMO
9116095,SOTTOSEZIONE VALLE IMAGNA,SANT'OMOBONO TERME,BG,LOMBARDIA,SEZIONE BERGAMO
9122002,SOTTOSEZIONE VALNATISONE (Diventata Sezione),SAN PIETRO AL NATISONE,UD,FRIULI-VENEZIA GIULIA,SEZIONE CIVIDALE DEL FRIULI
9116011,SOTTOSEZIONE VALSERINA,SERINA,BG,LOMBARDIA,SEZIONE BERGAMO
9122018,SOTTOSEZIONE VALTRAMONTINA,TRAMONTI DI SOPRA,PN,FRIULI-VENEZIA GIULIA,SEZIONE SPILIMBERGO
9122007,SOTTOSEZIONE VALVASONE,VALVASONE,PN,FRIULI-VENEZIA GIULIA,SEZIONE SPILIMBERGO
9116015,SOTTOSEZIONE VAPRIO D'ADDA,VAPRIO D'ADDA,MI,LOMBARDIA,SEZIONE BERGAMO
9116118,SOTTOSEZIONE VARANO BORGHI,VARANO BORGHI,VA,LOMBARDIA,SEZIONE GAVIRATE
9132003,SOTTOSEZIONE VELLETRI,VELLETRI,RM,LAZIO,SEZIONE ROMA
9116030,SOTTOSEZIONE VESTONE,VESTONE,BS,LOMBARDIA,SEZIONE BRESCIA
9116124,SOTTOSEZIONE VILLA D'ALMÈ,VILLA D'ALMÈ,BG,LOMBARDIA,SEZIONE BERGAMO
9116102,SOTTOSEZIONE VIMODRONE,VIMODRONE,MI,LOMBARDIA,SEZIONE CERNUSCO SUL NAVIGLIO
9120024,SOTTOSEZIONE ZEVIO,ZEVIO,VR,VENETO,SEZIONE VERONA
9112049,SOTTOSEZIONE TROFARELLO,TROFARELLO,TO,PIEMONTE,SEZIONE UGET TORINO
9132001,SOTTOSEZIONE POGGIO MIRTETO,POGGIO MIRTETO,RI,LAZIO,SEZIONE RIETI
9134014,SOTTOSEZIONE TORRE DE' PASSERI,TORRE DE' PASSERI,PE,ABRUZZO,SEZIONE POPOLI
9118050,S.A.T. POZZA DI FASSA,POZZA DI FASSA,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9102011,AGAI COLL. EMILIA,REGGIO EMILIA,RE,EXTRA REGIONE,ASSOCIAZIONE GUIDE ALPINE ITALIANE
9102014,AGAI COLL. LIGURIA,FINALE LIGURE,SV,EXTRA REGIONE,ASSOCIAZIONE GUIDE ALPINE ITALIANE
9116052,SOTTOSEZIONE STRADA STORTA,LECCO,LC,LOMBARDIA,SEZIONE LECCO
9116072,SOTTOSEZIONE FIOR DI ROCCIA,MILANO,MI,LOMBARDIA,SEZIONE MILANO
9118094,S.A.T. BONDO-BREGUZZO,SELLA GIUDICARIE,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9126015,SOTTOSEZIONE PONTASSIEVE,PONTASSIEVE,FI,TOSCANA,SEZIONE FIRENZE
9116110,SOTTOSEZIONE COLLEBEATO,COLLEBEATO,BS,LOMBARDIA,SEZIONE BRESCIA
9116043,SOTTOSEZIONE CASALMAGGIORE,CASALMAGGIORE,CR,LOMBARDIA,SEZIONE CREMONA
9120022,SOTTOSEZIONE CANAL DI BRENTA,VALSTAGNA,VI,VENETO,SEZIONE BASSANO DEL GRAPPA
9116069,SOTTOSEZIONE COMIT,MILANO,MI,LOMBARDIA,SEZIONE MILANO
9112024,SOTTOSEZIONE U.E.T.,TORINO,TO,PIEMONTE,SEZIONE TORINO
9116036,SOTTOSEZIONE MASLIANICO,MASLIANICO,CO,LOMBARDIA,SEZIONE COMO
9116119,SOTTOSEZIONE BIZZARONE,BIZZARONE,CO,LOMBARDIA,SEZIONE COMO
9118052,S.A.T. PRESSANO,LAVIS,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9116014,SOTTOSEZIONE VAL DI SCALVE,VILMINORE,BG,LOMBARDIA,SEZIONE BERGAMO
9110004,SOTTOSEZIONE VAL DI VARA-RIVIERA,BRUGNATO,SP,LIGURIA,SEZIONE LA SPEZIA
9118070,S.A.T. VERMIGLIO,VERMIGLIO,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9116054,SOTTOSEZIONE VANZAGO,VANZAGO,MI,LOMBARDIA,SEZIONE LEGNANO
9120005,SOTTOSEZIONE AZIENDALE LANEROSSI,SCHIO,VI,VENETO,SEZIONE SCHIO
9118025,S.A.T. CLES,CLES,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9118028,S.A.T. DENNO,DENNO,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9118021,S.A.T. CARE' ALTO,TIONE DI TRENTO,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9112030,SOTTOSEZIONE SCOPELLO,PILA,VC,PIEMONTE,SEZIONE VARALLO SESIA
9146011,SOTTOSEZIONE TAORMINA,TAORMINA,ME,SICILIA,SEZIONE LINGUAGLOSSA
9112031,SOTTOSEZIONE GATTINARA,GATTINARA,VC,PIEMONTE,SEZIONE VERCELLI
9112029,SOTTOSEZIONE ROMAGNANO,ROMAGNANO SESIA,NO,PIEMONTE,SEZIONE VARALLO SESIA
9118098,S.A.T. LIVO,LIVO,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9118084,S.A.T. ANDALO,ANDALO,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9116099,SOTTOSEZIONE ESINO LARIO,ESINO LARIO,LC,LOMBARDIA,SEZIONE PREMANA
9116016,SOTTOSEZIONE ZOGNO,ZOGNO,BG,LOMBARDIA,SEZIONE BERGAMO
9118074,S.A.T. MOLVENO,MOLVENO,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9126016,SOTTOSEZIONE MASSA MARITTIMA,MASSA MARITTIMA,GR,TOSCANA,SEZIONE GROSSETO
9118042,S.A.T. PEJO,PEIO,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9116071,SOTTOSEZIONE FALC,MILANO,MI,LOMBARDIA,SEZIONE MILANO
9120006,SOTTOSEZIONE ARSIERO,ARSIERO,VI,VENETO,SEZIONE THIENE
9112050,SOTTOSEZIONE VALGRANDE,CANTOIRA,TO,PIEMONTE,SEZIONE LANZO TORINESE
9134012,SOTTOSEZIONE ROSCIOLO DI MAGLIANO,AVEZZANO,AQ,ABRUZZO,SEZIONE AVEZZANO
9118067,S.A.T. TOBLINO-PIETRAMURATA,PIETRAMURATA,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9101003,GRUPPO ORIENTALE C.A.A.I.,BOLZANO,BZ,EXTRA REGIONE,SEZIONE C.A.A.I.
9116120,SOTTOSEZIONE BRIGNANO GERA D'ADDA,BRIGNANO GERA D'ADDA,BG,LOMBARDIA,SEZIONE BERGAMO
9118062,S.A.T. STENICO,STENICO,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9112039,SOTTOSEZIONE FOGLIZZO,FOGLIZZO,TO,PIEMONTE,SEZIONE CHIVASSO
9118030,S.A.T. FONDO,FONDO IN VAL DI NON,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9118097,S.A.T. MADONNA DI CAMPIGLIO,MADONNA DI CAMPIGLIO,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9116025,SOTTOSEZIONE ODOLO,ODOLO,BS,LOMBARDIA,SEZIONE BRESCIA
9118015,S.A.T. ALTA VAL DI SOLE,FUCINE DI OSSANA,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9112022,SOTTOSEZIONE SETTIMO TORINESE,SETTIMO TORINESE,TO,PIEMONTE,SEZIONE TORINO
9102009,AGAI COLL. MARCHE,LAPEDONA,AP,EXTRA REGIONE,ASSOCIAZIONE GUIDE ALPINE ITALIANE
9140002,SOTTOSEZIONE GROTTAGLIE,GROTTAGLIE,TA,PUGLIA,SEZIONE GIOIA DEL COLLE
9144002,SOTTOSEZIONE SERRA PEDACE,SERRA PEDACE,CS,CALABRIA,SEZIONE COSENZA
9118096,S.A.T. VAL CADINO,CAMPODENNO,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9116106,SOTTOSEZIONE MANERBIO,MANERBIO,BS,LOMBARDIA,SEZIONE BRESCIA
9116115,SOTTOSEZIONE CORSERA,MILANO,MI,LOMBARDIA,SEZIONE MILANO
9118039,S.A.T. MEZZOLOMBARDO,MEZZOLOMBARDO,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9118040,S.A.T. MOENA,MOENA,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9118066,S.A.T. TIONE,TIONE DI TRENTO,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9118022,S.A.T. CAVALESE,CAVALESE,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9118023,S.A.T. CEMBRA,CEMBRA LISIGNAGO,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9118024,S.A.T. CENTA,ALTOPIANO DELLA VIGOLANA,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9112009,SOTTOSEZIONE SALUGGIA,SALUGGIA,VC,PIEMONTE,SEZIONE CHIVASSO
9136001,SOTTOSEZIONE BOIANO,BOIANO,CB,MOLISE,SEZIONE CAMPOBASSO
9116033,SOTTOSEZIONE BIASSONO,BIASSONO,MI,LOMBARDIA,SEZIONE MACHERIO
9118079,S.A.T. DAONE,VALDAONE,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9118029,S.A.T. DIMARO,DIMARO FOLGARIDA,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9118076,S.A.T. RUMO,RUMO,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9112041,SOTTOSEZIONE GASSINO TORINESE,GASSINO TORINESE,TO,PIEMONTE,SEZIONE CHIVASSO
9118033,S.A.T. LEDRENSE,LEDRO,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9130001,SOTTOSEZIONE ORVIETO,ORVIETO,TR,UMBRIA,SEZIONE TERNI
9120011,SOTTOSEZIONE G.ALP. SCALIGERO,VERONA,VR,VENETO,SEZIONE VERONA
9118091,S.A.T. MAGRAS,MALÈ ,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9118053,S.A.T. PRIMIERO,PRIMIERO SAN MARTINO DI CASTROZZA,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9118071,S.A.T. VEZZANO,VALLELAGHI,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9116009,SOTTOSEZIONE LEFFE,LEFFE,BG,LOMBARDIA,SEZIONE BERGAMO
9116004,SOTTOSEZIONE ALZANO LOMBARDO,ALZANO LOMBARDO,BG,LOMBARDIA,SEZIONE BERGAMO
9116132,SOTTOSEZIONE CASTIONE PRESOLANA,CASTIONE PRESOLANA,BG,LOMBARDIA,SEZIONE CLUSONE
9126008,SOTTOSEZIONE FILATTIERA,FILATTIERA,MS,TOSCANA,SEZIONE PONTREMOLI
9118055,S.A.T. RALLO,VILLE D'ANAUNIA,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9118059,S.A.T. S.LORENZO IN BANALE,SAN LORENZO DORSINO,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9118083,S.A.T. SOPRAMONTE,TRENTO,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9118046,S.A.T. PINÉ ,BASELGA DI PINÈ,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9118069,S.A.T. TUENNO,VILLE D'ANAUNIA,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9118064,S.A.T. TAIO,PREDAIA,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9118080,S.A.T. VIGOLO VATTARO,ALTOPIANO DELLA VIGOLANA,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9116032,SOTTOSEZIONE FIGINO SERENZA,FIGINO SERENZA,CO,LOMBARDIA,SEZIONE CANTÙ 
9118038,S.A.T. MEZZOCORONA,MEZZOCORONA,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9118099,S.A.T. VALLARSA,VALLARSA,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9138003,SOTTOSEZIONE MONTANO ANTILIA,MONTANO ANTILIA,SA,CAMPANIA,SEZIONE SALERNO
9102007,AGAI COLL. ABRUZZO,PRETURO,AQ,EXTRA REGIONE,ASSOCIAZIONE GUIDE ALPINE ITALIANE
9102010,AGAI COLL. TOSCANA,PRATO,PO,EXTRA REGIONE,ASSOCIAZIONE GUIDE ALPINE ITALIANE
9118095,S.A.T. SPORMINORE,SPORMINORE,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9118086,S.A.T. ZAMBANA,ZAMBANA,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9118065,S.A.T. TESERO,TESERO,TN,TRENTINO-ALTO ADIGE,SEZIONE S.A.T.
9116051,SOTTOSEZIONE BARZIO,BARZIO,LC,LOMBARDIA,SEZIONE LECCO
9138002,SOTTOSEZIONE ISCHIA,FORIO,NA,CAMPANIA,SEZIONE NAPOLI
9124013,SOTTOSEZIONE FIDENZA,FIDENZA,PR,EMILIA-ROMAGNA,SEZIONE PARMA
9116138,SOTTOSEZIONE TRESCORE VALCAVALLINA,TRESCORE BALNEARIO,BG,LOMBARDIA,SEZIONE BERGAMO
9132007,SOTTOSEZIONE SEZZE,SEZZE,LT,LAZIO,SEZIONE LATINA
